Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Gionee S Plus,Gionee,S Plus,3150,5.5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6490,$260 ,15-Nov,340.6,5.830708768
InFocus M535,InFocus,M535,2600,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6990,$150 ,15-Nov,196.5,5.280662431
HTC Desire 828 Dual SIM,HTC,Desire 828 Dual SIM,2800,5.5,Yes,1080,1920,8,2000,16,13,4,Android,Yes,Yes,Yes,2,Yes,Yes,7999,$280 ,15-Nov,366.8,5.90481674
HTC Desire 728G Dual SIM,HTC,Desire 728G Dual SIM,2800,5.5,Yes,720,1280,8,1000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,11586,$270 ,15-Nov,353.7,5.868449096
Microsoft Lumia 950,Microsoft,Lumia 950,3000,5.2,Yes,1440,2560,6,3000,32,20,5,Windows,Yes,Yes,Yes,1,Yes,Yes,41390,$550 ,15-Nov,720.5,6.579945415
Microsoft Lumia 950 XL,Microsoft,Lumia 950 XL,3340,5.7,Yes,1440,2560,8,3000,32,20,5,Windows,Yes,Yes,Yes,1,Yes,Yes,24999,$650 ,15-Nov,851.5,6.7469995
Sony Xperia Z5 Premium Dual,Sony,Xperia Z5 Premium Dual,3430,5.5,Yes,2160,3840,8,3000,32,23,5,Android,Yes,Yes,Yes,2,Yes,Yes,57500,$800 ,15-Nov,1048,6.954638865
Intex Aqua Turbo 4G,Intex,Aqua Turbo 4G,3000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5649,$125 ,15-Nov,163.75,5.098340875
Lenovo Vibe P1,Lenovo,Vibe P1,4900,5.5,Yes,1080,1920,8,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,15999,$280 ,15-Oct,366.8,5.90481674
Honor 5X,Honor,5X,3000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7400,$200 ,15-Oct,262,5.568344504
Coolpad Note 3,Coolpad,Note 3,3000,5.5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9499,$150 ,15-Oct,196.5,5.280662431
HTC One E9s Dual SIM,HTC,One E9s Dual SIM,2600,5.5,Yes,720,1280,8,2000,16,13,4,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$300 ,15-Oct,393,5.973809612
Intex Aqua Ace,Intex,Aqua Ace,2300,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$200 ,15-Oct,262,5.568344504
iBall Andi Sprinter 4G,iBall,Andi Sprinter 4G,2100,5,Yes,480,854,4,1000,8,8,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,4699,$90 ,15-Oct,117.9,4.769836808
Intex Aqua Young,Intex,Aqua Young,2500,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,4900,$80 ,15-Oct,104.8,4.652053772
Intex Aqua Play,Intex,Aqua Play,1400,4,Yes,480,800,2,512,8,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,4299,$50 ,15-Oct,65.5,4.182050143
Xolo Black 1X,Xolo,Black 1X,2400,5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$150 ,15-Oct,196.5,5.280662431
InFocus M260,InFocus,M260,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2490,$70 ,15-Oct,91.7,4.518522379
Karbonn Alfa A91 Power,Karbonn,Alfa A91 Power,2000,4,Yes,480,800,1,256,0.512,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2599,$60 ,15-Oct,78.6,4.364371699
Oppo Neo 7,Oppo,Neo 7,2420,5,Yes,540,960,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8200,$200 ,15-Oct,262,5.568344504
Samsung Galaxy On7,Samsung,Galaxy On7,3000,5.5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9977,$200 ,15-Oct,262,5.568344504
Micromax Bolt Q332,Micromax,Bolt Q332,2000,5,Yes,480,854,4,512,2,5,2,Android,Yes,Yes,Yes,2,Yes,No,2399,$70 ,15-Oct,91.7,4.518522379
Samsung Galaxy On5,Samsung,Galaxy On5,2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4655,$150 ,15-Oct,196.5,5.280662431
Lenovo A6000 Shot,Lenovo,A6000 Shot,2300,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5990,$150 ,15-Oct,196.5,5.280662431
Lava Iris Fuel F1,Lava,Iris Fuel F1,4000,5,Yes,480,854,4,2000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,8700,$130 ,15-Oct,170.3,5.137561588
Intex Aqua Life III,Intex,Aqua Life III,2000,5,Yes,720,1280,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,5300,$90 ,15-Oct,117.9,4.769836808
Intex Cloud Swift,Intex,Cloud Swift,2500,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,9300,$135 ,15-Oct,176.85,5.175301916
Zopo Speed 7 Plus,Zopo,Speed 7 Plus,3000,5.5,Yes,1080,1920,8,3000,16,13.2,5,Android,Yes,Yes,Yes,1,Yes,Yes,6499,$230 ,15-Oct,301.3,5.708106446
Micromax Bolt S302,Micromax,Bolt S302,1450,4,Yes,480,800,4,512,4,2,1.3,Android,Yes,Yes,Yes,2,Yes,No,2240,$60 ,15-Oct,78.6,4.364371699
Micromax Bolt Q331,Micromax,Bolt Q331,2000,5,Yes,480,854,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,$70 ,15-Oct,91.7,4.518522379
Samsung Z3,Samsung,Z3,2600,5,Yes,720,1280,4,1000,8,8,5,Tizen,Yes,Yes,Yes,2,Yes,No,4990,$130 ,15-Oct,170.3,5.137561588
Panasonic P65 Flash,Panasonic,P65 Flash,2910,5.5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,8499,$130 ,15-Oct,170.3,5.137561588
Panasonic P50 Idol,Panasonic,P50 Idol,2150,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3899,$110 ,15-Oct,144.1,4.970507503
ZTE Axon Mini,ZTE,Axon Mini,2800,5.2,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,5900,$300 ,15-Oct,393,5.973809612
iBall Andi 4.5C Magnifico,iBall,Andi 4.5C Magnifico,1700,4.5,Yes,480,854,2,512,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3840,$70 ,15-Oct,91.7,4.518522379
LG V10,LG,V10,3000,5.7,Yes,1440,2560,6,4000,64,16,5,Android,Yes,Yes,Yes,1,Yes,Yes,14999,$600 ,15-Oct,786,6.666956792
Vivo Y15S,Vivo,Y15S,1900,4.5,Yes,854,480,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4999,$110 ,15-Oct,144.1,4.970507503
Intex Aqua Glam,Intex,Aqua Glam,1850,4.7,Yes,720,1280,4,1000,8,8,8,Android,Yes,Yes,Yes,2,Yes,No,4295,$150 ,15-Oct,196.5,5.280662431
Lenovo Vibe P1m,Lenovo,Vibe P1m,3900,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$160 ,15-Oct,209.6,5.345200952
Acer Liquid Z530,Acer,Liquid Z530,2420,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,1,Yes,Yes,5750,$150 ,15-Oct,196.5,5.280662431
Videocon Z55 Dash,Videocon,Z55 Dash,2200,5,Yes,720,1280,8,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,5499,$100 ,15-Oct,131,4.875197323
Google Nexus 6P,Huawei,Google Nexus 6P,3450,5.7,Yes,1440,2560,8,3000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,42998,$499 ,15-Sep,653.69,6.482633233
Apple iPhone 6s Plus,Apple,iPhone 6s Plus,2750,5.5,Yes,1080,1920,1,2000,16,12,5,iOS,Yes,Yes,Yes,1,Yes,Yes,25990,$749 ,15-Sep,981.19,6.888766121
Google Nexus 5X,LG,Google Nexus 5X,2700,5.2,Yes,1080,1920,6,2000,16,12.3,5,Android,Yes,Yes,Yes,1,Yes,Yes,25990,$379 ,15-Sep,496.49,6.207563342
Apple iPhone 6s,Apple,iPhone 6s,1715,4.7,Yes,750,1334,2,2000,16,12,5,iOS,Yes,Yes,Yes,1,Yes,Yes,22999,$649 ,15-Sep,850.19,6.745459854
Yu Yunique,Yu,nique,2000,4.7,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4695,$90 ,15-Sep,117.9,4.769836808
Sony Xperia Z5 Dual,Sony,Xperia Z5 Dual,2900,5.2,Yes,1080,1920,8,3000,32,23,5,Android,Yes,Yes,Yes,2,Yes,Yes,45999,$700 ,15-Sep,917,6.821107472
Acer Liquid Z630s,Acer,Liquid Z630s,4000,5.5,Yes,720,1280,8,3000,32,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,7190,$200 ,15-Sep,262,5.568344504
Lava Pixel V2,Lava,Pixel V2,2500,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,13300,$180 ,15-Sep,235.8,5.462983988
Gionee F103,Gionee,F103,2400,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,10200,$155 ,15-Sep,203.05,5.313452254
Micromax Canvas Nitro 4G,Micromax,Canvas Nitro 4G,2500,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4799,$150 ,15-Sep,196.5,5.280662431
Reach Allure,Reach,Allure,2600,5.5,Yes,540,960,4,1000,8,10,5,Android,Yes,Yes,Yes,2,Yes,No,2699,$67 ,15-Sep,87.77,4.474719757
Lenovo A1000,Lenovo,A1000,2000,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3549,$80 ,15-Sep,104.8,4.652053772
Micromax Bolt Q339,Micromax,Bolt Q339,1650,4.5,Yes,480,854,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,$70 ,15-Sep,91.7,4.518522379
Videocon Infinium Z51 Punch,Videocon,Infinium Z51 Punch,3000,5,Yes,480,854,4,1000,1,8,5,Android,Yes,Yes,Yes,2,Yes,No,5399,$80 ,15-Sep,104.8,4.652053772
Videocon Infinium Z51Q Star,Videocon,Infinium Z51Q Star,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2799,$90 ,15-Sep,117.9,4.769836808
Samsung Galaxy J1 Ace,Samsung,Galaxy J1 Ace,1800,4.3,Yes,480,800,2,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,4300,$120 ,15-Sep,157.2,5.05751888
Vivo Y27L,Vivo,Y27L,2260,4.7,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,9001,$200 ,15-Sep,262,5.568344504
Micromax Canvas Play 4G,Micromax,Canvas Play 4G,2820,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,$130 ,15-Sep,170.3,5.137561588
Lava Iris Fuel F1 Mini,Lava,Iris Fuel F1 Mini,2000,4,Yes,480,800,1,512,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2499,$90 ,15-Sep,117.9,4.769836808
Micromax Canvas Blaze 4G,Micromax,Canvas Blaze 4G,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3199,$110 ,15-Sep,144.1,4.970507503
Gionee Pioneer P3S,Gionee,Pioneer P3S,2000,4.5,Yes,480,485,4,1000,16,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3299,$80 ,15-Sep,104.8,4.652053772
Micromax Bolt Q338,Micromax,Bolt Q338,2000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,4970,$110 ,15-Sep,144.1,4.970507503
Intex Aqua Power II,Intex,Aqua Power II,4000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,5990,$90 ,15-Sep,117.9,4.769836808
Micromax Canvas Juice 3+,Micromax,Canvas Juice 3+,4000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,No,5990,$130 ,15-Sep,170.3,5.137561588
Micromax Canvas Juice 3,Micromax,Canvas Juice 3,4000,5,Yes,720,1280,4,2000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,4290,$120 ,15-Sep,157.2,5.05751888
HTC Desire 728 Dual SIM,HTC,Desire 728 Dual SIM,2800,5.5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,5999,$270 ,15-Sep,353.7,5.868449096
Micromax Canvas Fire 4G,Micromax,Canvas Fire 4G,1850,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999,$110 ,15-Sep,144.1,4.970507503
Panasonic T45 4G,Panasonic,T45 4G,1800,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,4650,$90 ,15-Sep,117.9,4.769836808
Philips Xenium S309,Philips,Xenium S309,1600,4,Yes,480,800,2,512,4,5,0.3,Android,Yes,Yes,Yes,1,Yes,No,3199,$90 ,15-Sep,117.9,4.769836808
